100,3887.800000
133,6040.250000
166,7970.400000
199,10424.150000
232,13664.150000
265,17472.850000
298,21776.400000
331,27254.150000
364,32361.200000
397,38311.750000
430,45180.650000
463,53202.300000
496,60833.600000
529,70090.900000
562,79938.300000
595,89347.500000
628,100721.000000
661,113278.600000
694,124355.650000
727,138763.250000
760,152407.100000
793,168085.600000
826,184634.850000
859,199546.150000
892,216136.000000
925,234931.050000
958,253218.950000
991,272591.050000
